PROVINCIA,AÑO_MES,Consumo_kWh,%_Consumo
A CORUÑA,2021-10,10695536.73,1.84
A CORUÑA,2021-11,24993254.09,1.38
A CORUÑA,2021-12,31367381.77,1.37
A CORUÑA,2022-01,36703475.24,1.27
A CORUÑA,2022-02,35230446.48,1.5
A CORUÑA,2022-03,30703320.93,1.45
A CORUÑA,2022-04,23639756.83,1.58
A CORUÑA,2022-05,13636016.37,1.92
A CORUÑA,2022-06,11840613.24,2.24
A CORUÑA,2022-07,11470514.83,2.48
A CORUÑA,2022-08,10189766.07,2.56
A CORUÑA,2022-09,10841616.53,2.37
A CORUÑA,2022-10,10353336.61,2.05
A CORUÑA,2022-11,21440850.26,1.62
A CORUÑA,2022-12,33324941.94,1.47
A CORUÑA,2023-01,44145050.59,1.43
A CORUÑA,2023-02,40515270.92,1.48
A CORUÑA,2023-03,28284050.69,1.66
A CORUÑA,2023-04,15913226.58,1.87
A CORUÑA,2023-05,14130608.14,2.08
A CORUÑA,2023-06,11973146.07,2.24
A CORUÑA,2023-07,10036398.4,2.38
A CORUÑA,2023-08,8526938.29,2.47
A CORUÑA,2023-09,9343955.27,2.38
A CORUÑA,2023-10,10417096.25,2.06
A CORUÑA,2023-11,23172532.84,1.79
A CORUÑA,2023-12,37200378.79,1.6
A CORUÑA,2024-01,35402660.37,1.51
A CORUÑA,2024-02,26749411.58,1.55
A CORUÑA,2024-03,24503109.18,1.73
A CORUÑA,2024-04,16673876.0,1.94
A CORUÑA,2024-05,8850584.12,1.9
A CORUÑA,2024-06,1461500.79,1.95
ALBACETE,2021-10,5417353.68,0.93
ALBACETE,2021-11,22150040.55,1.23
ALBACETE,2021-12,29610184.12,1.29
ALBACETE,2022-01,37316104.43,1.29
ALBACETE,2022-02,31542392.1,1.35
ALBACETE,2022-03,28916684.42,1.36
ALBACETE,2022-04,21210245.74,1.41
ALBACETE,2022-05,7906041.55,1.11
ALBACETE,2022-06,4496496.76,0.85
ALBACETE,2022-07,3600679.61,0.78
ALBACETE,2022-08,2801258.88,0.7
ALBACETE,2022-09,3352530.49,0.73
ALBACETE,2022-10,4487526.69,0.89
ALBACETE,2022-11,15000504.72,1.13
ALBACETE,2022-12,29203441.56,1.29
ALBACETE,2023-01,41927248.51,1.36
ALBACETE,2023-02,37637204.5,1.37
ALBACETE,2023-03,20560867.7,1.21
ALBACETE,2023-04,7787780.29,0.92
ALBACETE,2023-05,5174398.52,0.76
ALBACETE,2023-06,3563538.49,0.67
ALBACETE,2023-07,2361977.67,0.56
ALBACETE,2023-08,1931895.88,0.56
ALBACETE,2023-09,2706806.05,0.69
ALBACETE,2023-10,5055155.09,1.0
ALBACETE,2023-11,15928411.22,1.23
ALBACETE,2023-12,30898355.88,1.33
ALBACETE,2024-01,29477241.9,1.25
ALBACETE,2024-02,20267023.43,1.17
ALBACETE,2024-03,15453039.93,1.09
ALBACETE,2024-04,7728869.33,0.9
ALBACETE,2024-05,3727194.57,0.8
ALBACETE,2024-06,623066.55,0.83
ALICANTE,2021-10,7501362.85,1.29
ALICANTE,2021-11,20556208.08,1.14
ALICANTE,2021-12,24877012.29,1.09
ALICANTE,2022-01,32910631.38,1.13
ALICANTE,2022-02,30006552.02,1.28
ALICANTE,2022-03,30107669.12,1.42
ALICANTE,2022-04,22432139.07,1.5
ALICANTE,2022-05,11606773.58,1.64
ALICANTE,2022-06,8832091.54,1.67
ALICANTE,2022-07,8185499.87,1.77
ALICANTE,2022-08,6861131.56,1.72
ALICANTE,2022-09,7257999.33,1.59
ALICANTE,2022-10,7335475.22,1.45
ALICANTE,2022-11,15145960.25,1.14
ALICANTE,2022-12,24162727.13,1.06
ALICANTE,2023-01,35365263.89,1.15
ALICANTE,2023-02,33840244.18,1.24
ALICANTE,2023-03,21841649.69,1.28
ALICANTE,2023-04,11534020.31,1.36
ALICANTE,2023-05,10467071.84,1.54
ALICANTE,2023-06,8371293.92,1.57
ALICANTE,2023-07,6671952.0,1.58
ALICANTE,2023-08,5431791.12,1.58
ALICANTE,2023-09,5800001.31,1.48
ALICANTE,2023-10,6029995.53,1.19
ALICANTE,2023-11,12392493.84,0.96
ALICANTE,2023-12,23114498.96,0.99
ALICANTE,2024-01,25954733.33,1.1
ALICANTE,2024-02,20031948.33,1.16
ALICANTE,2024-03,16849580.71,1.19
ALICANTE,2024-04,10329555.04,1.2
ALICANTE,2024-05,5532771.6,1.19
ALICANTE,2024-06,958557.16,1.28
ALMERIA,2021-10,33115.83,0.01
ALMERIA,2021-11,157146.27,0.01
ALMERIA,2021-12,196196.53,0.01
ALMERIA,2022-01,269266.43,0.01
ALMERIA,2022-02,192339.68,0.01
ALMERIA,2022-03,169482.51,0.01
ALMERIA,2022-04,127692.31,0.01
ALMERIA,2022-05,53818.35,0.01
ALMERIA,2022-06,38698.28,0.01
ALMERIA,2022-07,31694.28,0.01
ALMERIA,2022-08,25812.81,0.01
ALMERIA,2022-09,35446.65,0.01
ALMERIA,2022-10,40842.23,0.01
ALMERIA,2022-11,97676.85,0.01
ALMERIA,2022-12,165982.83,0.01
ALMERIA,2023-01,297863.19,0.01
ALMERIA,2023-02,279272.8,0.01
ALMERIA,2023-03,171331.31,0.01
ALMERIA,2023-04,76594.95,0.01
ALMERIA,2023-05,54300.53,0.01
ALMERIA,2023-06,40199.39,0.01
ALMERIA,2023-07,33694.43,0.01
ALMERIA,2023-08,26202.14,0.01
ALMERIA,2023-09,34088.44,0.01
ALMERIA,2023-10,43639.49,0.01
ALMERIA,2023-11,108512.65,0.01
ALMERIA,2023-12,206207.19,0.01
ALMERIA,2024-01,239677.98,0.01
ALMERIA,2024-02,164402.66,0.01
ALMERIA,2024-03,124944.94,0.01
ALMERIA,2024-04,73031.35,0.01
ALMERIA,2024-05,37086.53,0.01
ALMERIA,2024-06,10761.11,0.01
ARABA/ALAVA,2021-10,3241064.97,0.56
ARABA/ALAVA,2021-11,12219814.27,0.68
ARABA/ALAVA,2021-12,16945246.81,0.74
ARABA/ALAVA,2022-01,16484224.5,0.57
ARABA/ALAVA,2022-02,13092520.67,0.56
ARABA/ALAVA,2022-03,13639436.41,0.64
ARABA/ALAVA,2022-04,8734370.56,0.58
ARABA/ALAVA,2022-05,4012132.24,0.57
ARABA/ALAVA,2022-06,3169769.07,0.6
ARABA/ALAVA,2022-07,2239755.16,0.48
ARABA/ALAVA,2022-08,1946495.7,0.49
ARABA/ALAVA,2022-09,3041682.22,0.67
ARABA/ALAVA,2022-10,3984555.4,0.79
ARABA/ALAVA,2022-11,8057589.59,0.61
ARABA/ALAVA,2022-12,13771271.76,0.61
ARABA/ALAVA,2023-01,18907349.46,0.61
ARABA/ALAVA,2023-02,16833034.04,0.61
ARABA/ALAVA,2023-03,10512253.5,0.62
ARABA/ALAVA,2023-04,5073034.35,0.6
ARABA/ALAVA,2023-05,3803917.61,0.56
ARABA/ALAVA,2023-06,2613682.96,0.49
ARABA/ALAVA,2023-07,2014714.12,0.48
ARABA/ALAVA,2023-08,1636202.57,0.47
ARABA/ALAVA,2023-09,1862202.54,0.47
ARABA/ALAVA,2023-10,2483548.68,0.49
ARABA/ALAVA,2023-11,7164306.25,0.55
ARABA/ALAVA,2023-12,13586753.85,0.58
ARABA/ALAVA,2024-01,14112583.43,0.6
ARABA/ALAVA,2024-02,10488661.44,0.61
ARABA/ALAVA,2024-03,8871258.17,0.63
ARABA/ALAVA,2024-04,5339287.07,0.62
ARABA/ALAVA,2024-05,2718403.57,0.58
ARABA/ALAVA,2024-06,387317.04,0.52
ASTURIAS,2021-10,1295598.85,0.22
ASTURIAS,2021-11,4694538.97,0.26
ASTURIAS,2021-12,5516892.49,0.24
ASTURIAS,2022-01,7397397.28,0.26
ASTURIAS,2022-02,5208304.92,0.22
ASTURIAS,2022-03,5261389.75,0.25
ASTURIAS,2022-04,3672627.24,0.24
ASTURIAS,2022-05,1904132.19,0.27
ASTURIAS,2022-06,1533055.66,0.29
ASTURIAS,2022-07,1397060.89,0.3
ASTURIAS,2022-08,1167872.12,0.29
ASTURIAS,2022-09,1482791.87,0.32
ASTURIAS,2022-10,1868246.28,0.37
ASTURIAS,2022-11,3509154.26,0.27
ASTURIAS,2022-12,6050669.55,0.27
ASTURIAS,2023-01,8486556.27,0.28
ASTURIAS,2023-02,7722713.08,0.28
ASTURIAS,2023-03,4971898.98,0.29
ASTURIAS,2023-04,2474359.42,0.29
ASTURIAS,2023-05,2045665.74,0.3
ASTURIAS,2023-06,1660328.16,0.31
ASTURIAS,2023-07,1341707.71,0.32
ASTURIAS,2023-08,1136182.26,0.33
ASTURIAS,2023-09,1332058.32,0.34
ASTURIAS,2023-10,1734673.97,0.34
ASTURIAS,2023-11,4250959.0,0.33
ASTURIAS,2023-12,7498745.0,0.32
ASTURIAS,2024-01,7332395.44,0.31
ASTURIAS,2024-02,5278466.89,0.31
ASTURIAS,2024-03,4465032.07,0.32
ASTURIAS,2024-04,2905846.58,0.34
ASTURIAS,2024-05,1637062.47,0.35
ASTURIAS,2024-06,311114.87,0.41
AVILA,2021-10,2110305.92,0.36
AVILA,2021-11,8312932.02,0.46
AVILA,2021-12,11495087.6,0.5
AVILA,2022-01,13638525.57,0.47
AVILA,2022-02,11295594.96,0.48
AVILA,2022-03,9442989.87,0.45
AVILA,2022-04,6524896.36,0.43
AVILA,2022-05,2772103.93,0.39
AVILA,2022-06,1807719.86,0.34
AVILA,2022-07,1451979.06,0.31
AVILA,2022-08,1158426.47,0.29
AVILA,2022-09,1392166.71,0.3
AVILA,2022-10,1833079.35,0.36
AVILA,2022-11,5839308.25,0.44
AVILA,2022-12,10660961.63,0.47
AVILA,2023-01,14973734.24,0.49
AVILA,2023-02,13268985.01,0.48
AVILA,2023-03,8146635.28,0.48
AVILA,2023-04,3733960.5,0.44
AVILA,2023-05,2606956.18,0.38
AVILA,2023-06,1843170.68,0.34
AVILA,2023-07,1323480.68,0.31
AVILA,2023-08,1074493.04,0.31
AVILA,2023-09,1371245.87,0.35
AVILA,2023-10,2242894.87,0.44
AVILA,2023-11,6817850.46,0.53
AVILA,2023-12,12935043.83,0.56
AVILA,2024-01,13026861.82,0.55
AVILA,2024-02,9465551.53,0.55
AVILA,2024-03,7677051.57,0.54
AVILA,2024-04,4181911.58,0.49
AVILA,2024-05,2088135.2,0.45
AVILA,2024-06,313632.41,0.42
BADAJOZ,2021-10,252717.59,0.04
BADAJOZ,2021-11,977088.55,0.05
BADAJOZ,2021-12,1288548.87,0.06
BADAJOZ,2022-01,1860338.74,0.06
BADAJOZ,2022-02,1267131.04,0.05
BADAJOZ,2022-03,1210509.94,0.06
BADAJOZ,2022-04,722233.49,0.05
BADAJOZ,2022-05,363146.38,0.05
BADAJOZ,2022-06,292759.18,0.06
BADAJOZ,2022-07,259829.45,0.06
BADAJOZ,2022-08,213235.56,0.05
BADAJOZ,2022-09,254111.96,0.06
BADAJOZ,2022-10,298710.34,0.06
BADAJOZ,2022-11,722052.34,0.05
BADAJOZ,2022-12,1187206.52,0.05
BADAJOZ,2023-01,1672677.2,0.05
BADAJOZ,2023-02,1539119.35,0.06
BADAJOZ,2023-03,926948.25,0.05
BADAJOZ,2023-04,431191.92,0.05
BADAJOZ,2023-05,334227.11,0.05
BADAJOZ,2023-06,251268.37,0.05
BADAJOZ,2023-07,189607.08,0.04
BADAJOZ,2023-08,163864.0,0.05
BADAJOZ,2023-09,212174.66,0.05
BADAJOZ,2023-10,299965.89,0.06
BADAJOZ,2023-11,832597.83,0.06
BADAJOZ,2023-12,1658817.53,0.07
BADAJOZ,2024-01,1706304.43,0.07
BADAJOZ,2024-02,1221418.81,0.07
BADAJOZ,2024-03,1019188.89,0.07
BADAJOZ,2024-04,569299.63,0.07
BADAJOZ,2024-05,231798.38,0.05
BADAJOZ,2024-06,14861.58,0.02
BALEARES,2021-10,722606.89,0.12
BALEARES,2021-11,2155866.74,0.12
BALEARES,2021-12,2928135.43,0.13
BALEARES,2022-01,3716742.61,0.13
BALEARES,2022-02,2012333.63,0.09
BALEARES,2022-03,2469083.0,0.12
BALEARES,2022-04,2005272.45,0.13
BALEARES,2022-05,1165586.9,0.16
BALEARES,2022-06,955617.18,0.18
BALEARES,2022-07,937712.82,0.2
BALEARES,2022-08,831933.31,0.21
BALEARES,2022-09,1038878.56,0.23
BALEARES,2022-10,897776.85,0.18
BALEARES,2022-11,1627481.58,0.12
BALEARES,2022-12,2319579.36,0.1
BALEARES,2023-01,3163928.74,0.1
BALEARES,2023-02,3026127.97,0.11
BALEARES,2023-03,2105355.64,0.12
BALEARES,2023-04,1254862.74,0.15
BALEARES,2023-05,1098681.21,0.16
BALEARES,2023-06,868132.0,0.16
BALEARES,2023-07,717576.85,0.17
BALEARES,2023-08,602267.66,0.17
BALEARES,2023-09,719855.71,0.18
BALEARES,2023-10,720669.44,0.14
BALEARES,2023-11,1373743.49,0.11
BALEARES,2023-12,2329870.24,0.1
BALEARES,2024-01,2645647.94,0.11
BALEARES,2024-02,2120793.88,0.12
BALEARES,2024-03,1833001.37,0.13
BALEARES,2024-04,1235683.36,0.14
BALEARES,2024-05,715172.26,0.15
BALEARES,2024-06,148634.5,0.2
BARCELONA,2021-10,178266294.38,30.65
BARCELONA,2021-11,539500604.03,29.85
BARCELONA,2021-12,681102059.47,29.76
BARCELONA,2022-01,869259455.93,29.97
BARCELONA,2022-02,721128952.19,30.81
BARCELONA,2022-03,621157563.48,29.31
BARCELONA,2022-04,443693614.96,29.58
BARCELONA,2022-05,213445041.23,30.08
BARCELONA,2022-06,166244177.23,31.41
BARCELONA,2022-07,149303788.13,32.22
BARCELONA,2022-08,130962827.56,32.85
BARCELONA,2022-09,146579935.47,32.05
BARCELONA,2022-10,150475780.95,29.82
BARCELONA,2022-11,380322447.86,28.73
BARCELONA,2022-12,661657347.9,29.13
BARCELONA,2023-01,913723122.69,29.61
BARCELONA,2023-02,811005118.47,29.6
BARCELONA,2023-03,504622827.47,29.65
BARCELONA,2023-04,261744384.91,30.82
BARCELONA,2023-05,218707150.8,32.16
BARCELONA,2023-06,174128473.24,32.58
BARCELONA,2023-07,139923902.71,33.14
BARCELONA,2023-08,113573704.71,32.95
BARCELONA,2023-09,123339438.39,31.39
BARCELONA,2023-10,138879866.69,27.48
BARCELONA,2023-11,336414371.43,26.01
BARCELONA,2023-12,636898538.72,27.41
BARCELONA,2024-01,657532741.99,27.99
BARCELONA,2024-02,466344683.7,27.02
BARCELONA,2024-03,374064102.68,26.43
BARCELONA,2024-04,234382077.01,27.25
BARCELONA,2024-05,126586728.48,27.2
BARCELONA,2024-06,20008240.59,26.66
BIZKAIA,2021-10,2091283.2,0.36
BIZKAIA,2021-11,8447496.11,0.47
BIZKAIA,2021-12,11325809.27,0.49
BIZKAIA,2022-01,14697070.71,0.51
BIZKAIA,2022-02,9541037.08,0.41
BIZKAIA,2022-03,8873974.89,0.42
BIZKAIA,2022-04,5732907.72,0.38
BIZKAIA,2022-05,2679914.57,0.38
BIZKAIA,2022-06,3193989.48,0.6
BIZKAIA,2022-07,1751556.55,0.38
BIZKAIA,2022-08,1442111.02,0.36
BIZKAIA,2022-09,1767409.59,0.39
BIZKAIA,2022-10,2044522.64,0.41
BIZKAIA,2022-11,5700517.29,0.43
BIZKAIA,2022-12,9172151.36,0.4
BIZKAIA,2023-01,13621068.4,0.44
BIZKAIA,2023-02,12460342.69,0.45
BIZKAIA,2023-03,7584805.56,0.45
BIZKAIA,2023-04,3645314.37,0.43
BIZKAIA,2023-05,2876810.97,0.42
BIZKAIA,2023-06,2187149.96,0.41
BIZKAIA,2023-07,1695705.89,0.4
BIZKAIA,2023-08,1432863.73,0.42
BIZKAIA,2023-09,1777499.25,0.45
BIZKAIA,2023-10,2166681.15,0.43
BIZKAIA,2023-11,5588551.26,0.43
BIZKAIA,2023-12,10144807.78,0.44
BIZKAIA,2024-01,10720853.33,0.46
BIZKAIA,2024-02,7893195.2,0.46
BIZKAIA,2024-03,6710262.68,0.47
BIZKAIA,2024-04,4243830.58,0.49
BIZKAIA,2024-05,2459997.09,0.53
BIZKAIA,2024-06,395231.74,0.53
BURGOS,2021-10,10112191.67,1.74
BURGOS,2021-11,29616562.65,1.64
BURGOS,2021-12,37080673.14,1.62
BURGOS,2022-01,46575143.28,1.61
BURGOS,2022-02,38996979.23,1.67
BURGOS,2022-03,35280916.12,1.67
BURGOS,2022-04,26552600.35,1.77
BURGOS,2022-05,11080759.94,1.56
BURGOS,2022-06,6787296.18,1.28
BURGOS,2022-07,5646637.4,1.22
BURGOS,2022-08,4797647.52,1.2
BURGOS,2022-09,5743515.35,1.26
BURGOS,2022-10,7960383.05,1.58
BURGOS,2022-11,23004719.85,1.74
BURGOS,2022-12,39117637.46,1.72
BURGOS,2023-01,51606323.08,1.67
BURGOS,2023-02,46307844.48,1.69
BURGOS,2023-03,29730581.94,1.75
BURGOS,2023-04,14884641.28,1.75
BURGOS,2023-05,10843064.65,1.59
BURGOS,2023-06,7213606.02,1.35
BURGOS,2023-07,5260032.39,1.25
BURGOS,2023-08,4028430.08,1.17
BURGOS,2023-09,5056785.14,1.29
BURGOS,2023-10,8769382.58,1.74
BURGOS,2023-11,25067356.92,1.94
BURGOS,2023-12,41707317.75,1.79
BURGOS,2024-01,39175009.71,1.67
BURGOS,2024-02,30134503.74,1.75
BURGOS,2024-03,25282344.22,1.79
BURGOS,2024-04,16925274.69,1.97
BURGOS,2024-05,10353602.55,2.22
BURGOS,2024-06,1350034.36,1.8
CACERES,2021-10,490739.09,0.08
CACERES,2021-11,2120063.6,0.12
CACERES,2021-12,3535862.02,0.15
CACERES,2022-01,4648012.67,0.16
CACERES,2022-02,3006203.3,0.13
CACERES,2022-03,2806068.37,0.13
CACERES,2022-04,1632181.42,0.11
CACERES,2022-05,700477.24,0.1
CACERES,2022-06,495425.41,0.09
CACERES,2022-07,384826.06,0.08
CACERES,2022-08,310475.44,0.08
CACERES,2022-09,400364.11,0.09
CACERES,2022-10,515765.29,0.1
CACERES,2022-11,1446783.52,0.11
CACERES,2022-12,2753189.36,0.12
CACERES,2023-01,3973816.55,0.13
CACERES,2023-02,3449810.19,0.13
CACERES,2023-03,1951378.9,0.11
CACERES,2023-04,799872.92,0.09
CACERES,2023-05,582465.03,0.09
CACERES,2023-06,422121.73,0.08
CACERES,2023-07,306324.16,0.07
CACERES,2023-08,260564.07,0.08
CACERES,2023-09,357576.06,0.09
CACERES,2023-10,534582.83,0.11
CACERES,2023-11,1595551.08,0.12
CACERES,2023-12,3288594.1,0.14
CACERES,2024-01,3472439.93,0.15
CACERES,2024-02,2582484.5,0.15
CACERES,2024-03,2115120.86,0.15
CACERES,2024-04,1058501.0,0.12
CACERES,2024-05,431202.07,0.09
CACERES,2024-06,46139.06,0.06
CADIZ,2021-10,948375.42,0.16
CADIZ,2021-11,1627387.88,0.09
CADIZ,2021-12,1733962.67,0.08
CADIZ,2022-01,2346417.55,0.08
CADIZ,2022-02,1944043.57,0.08
CADIZ,2022-03,2053697.27,0.1
CADIZ,2022-04,1874933.77,0.12
CADIZ,2022-05,1239090.3,0.17
CADIZ,2022-06,1106236.37,0.21
CADIZ,2022-07,1058985.47,0.23
CADIZ,2022-08,914751.71,0.23
CADIZ,2022-09,1030447.23,0.23
CADIZ,2022-10,881888.63,0.17
CADIZ,2022-11,1402232.43,0.11
CADIZ,2022-12,1842843.99,0.08
CADIZ,2023-01,2317862.91,0.08
CADIZ,2023-02,2210804.72,0.08
CADIZ,2023-03,1747470.11,0.1
CADIZ,2023-04,1209622.14,0.14
CADIZ,2023-05,1204023.12,0.18
CADIZ,2023-06,1029706.09,0.19
CADIZ,2023-07,908210.5,0.22
CADIZ,2023-08,804040.09,0.23
CADIZ,2023-09,869854.53,0.22
CADIZ,2023-10,856755.35,0.17
CADIZ,2023-11,1373515.43,0.11
CADIZ,2023-12,1854928.96,0.08
CADIZ,2024-01,1805268.07,0.08
CADIZ,2024-02,1477891.41,0.09
CADIZ,2024-03,1432556.13,0.1
CADIZ,2024-04,1165500.21,0.14
CADIZ,2024-05,761407.32,0.16
CADIZ,2024-06,170622.06,0.23
CANTABRIA,2021-10,2185283.0,0.38
CANTABRIA,2021-11,6650225.68,0.37
CANTABRIA,2021-12,8699286.8,0.38
CANTABRIA,2022-01,11343384.8,0.39
CANTABRIA,2022-02,6426708.25,0.27
CANTABRIA,2022-03,7177165.52,0.34
CANTABRIA,2022-04,5081594.65,0.34
CANTABRIA,2022-05,2846012.55,0.4
CANTABRIA,2022-06,4537561.26,0.86
CANTABRIA,2022-07,2049948.93,0.44
CANTABRIA,2022-08,1725056.25,0.43
CANTABRIA,2022-09,2022162.77,0.44
CANTABRIA,2022-10,2275239.4,0.45
CANTABRIA,2022-11,5432174.22,0.41
CANTABRIA,2022-12,8599676.97,0.38
CANTABRIA,2023-01,10750125.62,0.35
CANTABRIA,2023-02,10005076.16,0.37
CANTABRIA,2023-03,7027301.37,0.41
CANTABRIA,2023-04,3740629.64,0.44
CANTABRIA,2023-05,3060324.46,0.45
CANTABRIA,2023-06,2359763.16,0.44
CANTABRIA,2023-07,1890608.53,0.45
CANTABRIA,2023-08,1638855.6,0.48
CANTABRIA,2023-09,1918418.35,0.49
CANTABRIA,2023-10,2268591.27,0.45
CANTABRIA,2023-11,5080589.7,0.39
CANTABRIA,2023-12,8882022.68,0.38
CANTABRIA,2024-01,8935922.21,0.38
CANTABRIA,2024-02,6943347.75,0.4
CANTABRIA,2024-03,6354599.17,0.45
CANTABRIA,2024-04,4134217.68,0.48
CANTABRIA,2024-05,2291554.28,0.49
CANTABRIA,2024-06,408153.13,0.54
CASTELLON,2021-10,4851911.19,0.83
CASTELLON,2021-11,12764589.25,0.71
CASTELLON,2021-12,18128579.51,0.79
CASTELLON,2022-01,24165910.6,0.83
CASTELLON,2022-02,20583976.85,0.88
CASTELLON,2022-03,19507752.14,0.92
CASTELLON,2022-04,13995429.85,0.93
CASTELLON,2022-05,7210700.83,1.02
CASTELLON,2022-06,5630158.24,1.06
CASTELLON,2022-07,4986246.84,1.08
CASTELLON,2022-08,4077569.53,1.02
CASTELLON,2022-09,4705825.28,1.03
CASTELLON,2022-10,4444756.55,0.88
CASTELLON,2022-11,9304172.67,0.7
CASTELLON,2022-12,16175370.48,0.71
CASTELLON,2023-01,24685381.97,0.8
CASTELLON,2023-02,23912482.32,0.87
CASTELLON,2023-03,15403181.96,0.9
CASTELLON,2023-04,8101874.43,0.95
CASTELLON,2023-05,6653187.76,0.98
CASTELLON,2023-06,5066629.96,0.95
CASTELLON,2023-07,4124739.45,0.98
CASTELLON,2023-08,3728887.88,1.08
CASTELLON,2023-09,4156229.1,1.06
CASTELLON,2023-10,3830043.34,0.76
CASTELLON,2023-11,8556085.63,0.66
CASTELLON,2023-12,16515578.8,0.71
CASTELLON,2024-01,18630009.49,0.79
CASTELLON,2024-02,14270650.83,0.83
CASTELLON,2024-03,11683143.1,0.83
CASTELLON,2024-04,7679500.38,0.89
